fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID,color
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,906,red
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,907,red
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,908,red
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,909,red
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,910,red
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,911,red
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,912,red
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,913,red
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,914,red
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,915,red
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,916,red
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,917,red
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,918,red
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,919,red
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,920,red
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,921,red
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,922,red
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,923,red
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,924,red
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,925,red
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,926,red
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,927,red
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,928,red
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,929,red
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,930,red
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,931,red
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,932,red
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,933,red
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,934,red
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,935,red
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,936,red
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,937,red
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,938,red
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,939,red
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,940,red
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,941,red
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,942,red
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,943,red
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,944,red
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,945,red
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,946,red
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,947,red
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,948,red
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,949,red
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,950,red
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,951,red
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,952,red
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,953,red
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,954,red
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,955,red
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,956,red
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,957,red
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,958,red
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,959,red
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,960,red
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,961,red
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,962,red
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,963,red
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,964,red
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,965,red
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,966,red
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,967,red
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,968,red
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,969,red
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,970,red
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,971,red
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,972,red
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,973,red
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,974,red
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,975,red
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,976,red
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,977,red
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,978,red
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,979,red
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,980,red
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,981,red
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,982,red
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,983,red
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,984,red
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,985,red
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,986,red
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,987,red
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,988,red
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,989,red
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,990,red
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,991,red
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,992,red
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,993,red
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,994,red
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,995,red
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,996,red
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,997,red
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,998,red
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,999,red
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,1000,red
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,1001,red
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,1002,red
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,1003,red
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1004,red
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,1005,red
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1006,red
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,1007,red
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,1008,red
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,1009,red
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,1010,red
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,1011,red
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,1012,red
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,1013,red
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,1014,red
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,1015,red
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,1016,red
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,1017,red
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1018,red
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1019,red
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,1020,red
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,1021,red
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,1022,red
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,1023,red
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,1024,red
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,1025,red
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,1026,red
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,1027,red
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,1028,red
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,1029,red
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,1030,red
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,1031,red
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,1032,red
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,1033,red
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,1034,red
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,1035,red
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,1036,red
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,1037,red
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5,1038,red
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,1039,red
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,1040,red
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,1041,red
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,1042,red
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,1043,red
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,1044,red
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,1045,red
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,1046,red
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,1047,red
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,1048,red
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,1049,red
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,1050,red
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,1051,red
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,1052,red
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,1053,red
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,1054,red
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,1055,red
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,1056,red
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,1057,red
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,1058,red
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,1059,red
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,1060,red
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,1061,red
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,1062,red
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,1063,red
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,1064,red
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,1065,red
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,1066,red
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,1067,red
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,1068,red
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,1069,red
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,1070,red
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,1071,red
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,1072,red
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,1073,red
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,1074,red
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,1075,red
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,1076,red
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,1077,red
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,1078,red
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,1079,red
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,1080,red
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,1081,red
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,1082,red
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,1083,red
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,1084,red
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,1085,red
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,1086,red
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,1087,red
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,1088,red
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,1089,red
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,1090,red
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,1091,red
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,1092,red
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,1093,red
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,1094,red
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,1095,red
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5,1096,red
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,1097,red
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,1098,red
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,1099,red
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,1100,red
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,1101,red
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,1102,red
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6,1103,red
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,1104,red
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,1105,red
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,1106,red
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,1107,red
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,1108,red
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5,1109,red
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,1110,red
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,1111,red
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,1112,red
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,1113,red
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,1114,red
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,1115,red
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,1116,red
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,1117,red
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,1118,red
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,1119,red
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,1120,red
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,1121,red
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6,1122,red
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,1123,red
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6,1124,red
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4,1125,red
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,1126,red
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6,1127,red
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,1128,red
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,1129,red
10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6,1130,red
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,1131,red
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,1132,red
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,1133,red
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,1134,red
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,1135,red
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,1136,red
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,1137,red
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,1138,red
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,1139,red
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,1140,red
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,1141,red
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,1142,red
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,1143,red
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,1144,red
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,1145,red
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,1146,red
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,1147,red
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,1148,red
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,1149,red
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6,1150,red
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7,1151,red
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,1152,red
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,1153,red
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,1154,red
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,1155,red
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,1156,red
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,1157,red
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,1158,red
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,1159,red
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5,1160,red
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,1161,red
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,1162,red
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,1163,red
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,1164,red
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,1165,red
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,1166,red
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5,1167,red
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,1168,red
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,1169,red
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,1170,red
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,1171,red
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,1172,red
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,1173,red
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1174,red
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1175,red
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,1176,red
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,1177,red
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,1178,red
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,1179,red
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,1180,red
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,1181,red
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,1182,red
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6,1183,red
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,1184,red
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,1185,red
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,1186,red
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5,1187,red
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,1188,red
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,1189,red
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,1190,red
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,1191,red
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,1192,red
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,1193,red
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,1194,red
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,1195,red
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,1196,red
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,1197,red
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,1198,red
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,1199,red
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,1200,red
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,1201,red
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,1202,red
